Criticality,CSL1,CSL2,CSL3,CSL4,Function,Category,Sub-Category,Required Data,Workload,Table,Schema,Schema Value,Workload  Integration,Event Reference,Microsoft Unified SecOps Events
EL0,01,AU,01,02,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Entra,AuditLogs,OperationName,Add member to role,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/reference-audit-activities,"// Objective: Monitors Entra role assignments to service principals, surfacing delegated privileges that may indicate escalation or risky app permissions.
//
let TargetSPs = dynamic([]);     // Example: dynamic([""MyAppServicePrincipal""])
let TargetActors = dynamic([]);  // Example: dynamic([""admin@contoso.com""]);
//
// ----- Part 1: Filter AuditLogs for Role Assignments -----
// Captures events where Entra roles are added to service principals.
//
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName == ""Add member to role""
//
// ----- Part 2: Extract Key Fields -----
// Pulls service principal type, role, actor, and object ID.
//
| extend 
    ServicePrincipalType = tostring(TargetResources[0].type),
    ServicePrincipalObjectId = tostring(TargetResources[0].id),
    RoleAdded = tostring(parse_json(tostring(parse_json(tostring(TargetResources[0].modifiedProperties))[1].newValue))),
    ServicePrincipalName = tostring(TargetResources[0].displayName),
    Actor = tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName),
    ActorIPAddress = tostring(parse_json(tostring(InitiatedBy.user)).ipAddress)
//
// ----- Part 3: Apply Escalation Filters and Optional Targeting -----
// Only include service principal assignments, with optional filtering.
//
| where ServicePrincipalType == ""ServicePrincipal""
| where (array_length(TargetSPs) == 0 or ServicePrincipalName in (TargetSPs))
| where (array_length(TargetActors) == 0 or Actor in (TargetActors))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, OperationName, RoleAdded, ServicePrincipalName, ServicePrincipalObjectId, Actor, ActorIPAddress
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,03,03,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Azure,AzureActivity,OperationNameValue,MICROSOFT.AUTHORIZATION/ROLEASSIGNMENTS/WRITE,https://learn.microsoft.com/en-us/azure/sentinel/quickstart-onboard,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azureactivity,"// Objective: Surfaces Azure RBAC role assignments to service principals, enabling detection of privileged access or escalation in Azure resource scopes.
//
let TargetSPs = dynamic([]);     // Example: dynamic([""11111111-2222-3333-4444-555555555555""])
let TargetActors = dynamic([]);  // Example: dynamic([""admin@contoso.com""]);
//
// ----- Part 1: Filter Azure Activity for Role Assignments -----
// Captures all WRITE operations to role assignments in Azure.
//
AzureActivity
| where TimeGenerated > ago(30d)
| where OperationNameValue == ""MICROSOFT.AUTHORIZATION/ROLEASSIGNMENTS/WRITE""
//
// ----- Part 2: Extract Key Fields from Properties -----
// Parse nested requestbody for SP and role details.
//
| extend RawProps = parse_json(tostring(Properties_d.requestbody)).Properties
| extend 
    ServicePrincipalObjectId = tostring(RawProps.PrincipalId),
    ServicePrincipalType = tostring(RawProps.PrincipalType),
    Scope = tostring(RawProps.Scope),
    RoleAdded = tostring(RawProps.RoleDefinitionId),
    Actor = tostring(Properties_d.caller),
    ResourceProvider = tostring(parse_json(Properties).resourceProviderValue)
//
// ----- Part 3: Apply Escalation Filters and Optional Targeting -----
// Only include entries for service principals, with optional filters for SPs and actors.
//
| where ServicePrincipalType == ""ServicePrincipal""
| where (array_length(TargetSPs) == 0 or ServicePrincipalObjectId in (TargetSPs))
| where (array_length(TargetActors) == 0 or Actor in (TargetActors))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, RoleAdded, ResourceProvider, Scope, ServicePrincipalObjectId, Actor
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,03,04,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Azure,AzureDiagnostics,ResouceType,Vaults,https://learn.microsoft.com/en-us/azure/sentinel/connect-services-diagnostic-setting-based#connect-via-a-diagnostic-setting-based-connector-managed-by-azure-policy,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/azurediagnostics,"// Objective: Tracks additions of Key Vault access policies for service principals, flagging escalations where apps gain access to keys, secrets, or certificates.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all results.
//
let TargetSPs = dynamic([]);     // Example: dynamic([""01fc33a7-78ba-4d2f-a4b7-768e336e890e""])
let TargetActors = dynamic([]);  // Example: dynamic([""admin@contoso.com""]);
//
// ----- Part 1: Filter AzureDiagnostics for VaultPatch Events -----
// Captures successful access policy changes to Key Vaults.
//
AzureDiagnostics
| where TimeGenerated > ago(30d)
| where ResourceType == ""VAULTS""
| where OperationName == ""VaultPatch""
| where ResultType == ""Success""
//
// ----- Part 2: Join with AuditLogs for SP Display Name and Actor Identity -----
// Links objectId to displayName and user who modified policy.
//
| join kind=inner (
    AuditLogs
    | extend oid = tostring(TargetResources[0].id)
) on $left.addedAccessPolicy_ObjectId_g == $right.oid
//
// ----- Part 3: Extract and Rename Fields -----
// Includes SP name, app ID, key/secret/cert policy details, and actor info.
//
| extend 
    SPName = tostring(TargetResources[0].displayName),
    AppID = tostring(AdditionalDetails[0].value),
    SPObjectID = addedAccessPolicy_ObjectId_g,
    Actor = identity_claim_http_schemas_xmlsoap_org_ws_2005_05_identity_claims_name_s,
    AddedKeyPolicy = addedAccessPolicy_Permissions_keys_s,
    AddedSecretPolicy = addedAccessPolicy_Permissions_secrets_s,
    AddedCertPolicy = addedAccessPolicy_Permissions_certificates_s
//
// ----- Part 4: Apply Filters for Escalation and Optional Targeting -----
// Filters to only include escalations involving meaningful access grants.
//
| where isnotempty(SPObjectID)
| where isnotempty(AddedKeyPolicy) or isnotempty(AddedSecretPolicy) or isnotempty(AddedCertPolicy)
| where (array_length(TargetSPs) == 0 or SPObjectID in (TargetSPs))
| where (array_length(TargetActors) == 0 or Actor in (TargetActors))
//
// ----- Part 5: Final Output -----
//
| distinct TimeGenerated, KeyVaultName = Resource, SPName, SPObjectID, AppID, Actor, IPAddressofActor = CallerIPAddress, AddedSecretPolicy, AddedKeyPolicy, AddedCertPolicy
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,01,05,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Entra,AuditLogs,OperationName,Add member to role completed (PIM activation),https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/reference-audit-activities,"// Objective: Identifies PIM role or group activations occurring outside standard working hours to support investigation of after-hours privileged access.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all results.
let TargetIdentities = dynamic([]); // Example: dynamic([""user@domain.com""])
let TargetRoles = dynamic([]);      // Example: dynamic([""Global Administrator"", ""Privileged Role Administrator""])
//
// ----- Part 1: Filter for After-Hours PIM Activations -----
// Adjust the UTC offset below to reflect your local timezone (e.g., -4h for Eastern Time).
// NOTE: This assumes your Log Analytics workspace is set to display timestamps in UTC.
// If it's set to local time already, you may need to REMOVE the offset to avoid double-shifting.
//
AuditLogs
| extend LocalTime = TimeGenerated - 4h  // Adjust offset to match your regional timezone
| where LocalTime > ago(30d)
| where hourofday(LocalTime) !between (6 .. 18)  // After-hours = before 6 AM or after 6 PM local time
//
// ----- Part 2: Filter for PIM Role Activation Events -----
//
| where OperationName == ""Add member to role completed (PIM activation)""
//
// ----- Part 3: Extract Actor and Role/Group Context -----
// Identifies the user performing the action and the activated role or group.
//
| extend 
    Identity = tostring(parse_json(tostring(InitiatedBy.user)).displayName),
    PIMGroupUpdated = case(
        tostring(TargetResources[3].type) == ""Other"", tostring(TargetResources[3].displayName), """"
    ),
    PIMRoleUpdated = case(
        tostring(TargetResources[3].type) == ""Directory"", tostring(TargetResources[0].displayName), """"
    )
//
// ----- Part 4: Normalize Output Labels -----
// Adds ""Member"" or ""Role"" suffixes to distinguish between PIM Groups and Roles.
//
| extend 
    PIMRoleUpdated = case(isnotempty(PIMGroupUpdated), strcat(PIMRoleUpdated, "" Member""), PIMRoleUpdated),
    PIMGroupUpdated = case(isnotempty(PIMRoleUpdated), strcat(PIMGroupUpdated, "" Role""), PIMGroupUpdated)
//
// ----- Part 5: Apply Targeting and Return Output -----
//
| where (array_length(TargetIdentities) == 0 or Identity in (TargetIdentities))
| where (array_length(TargetRoles) == 0 or PIMRoleUpdated in (TargetRoles))
| distinct LocalTime, Identity, PIMRoleUpdated, PIMGroupUpdated, ResultReason
| sort by LocalTime desc
| take 50"
EL0,01,AU,01,06,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Entra,AuditLogs,OperationName,"""""",https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/reference-audit-activities,"// Objective: Detects anomalous privileged operations by surfacing new AuditLogs operation names not observed in baseline windows for early detection of suspicious changes.
// Detects new/first-time AuditLogs operation names that were not seen in the past 14–30 days but appear in the last 7 days.
// Used for anomaly detection in privileged or sensitive changes.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all results.
let TargetUPNs = dynamic([]);         // Example: dynamic([""admin@domain.com""])
let TargetActorAppIds = dynamic([]);  // Example: dynamic([""00000003-0000-0000-c000-000000000000""])
//
// ----- Part 1: Historical Baseline (14–30 Days Ago) -----
// Captures expected/known operations during the baseline window.
let existingoperations = 
    AuditLogs
    | where TimeGenerated between (ago(30d) .. ago(14d))
    | distinct OperationName;
//
// ----- Part 2: Detect New Operations in the Past 7 Days -----
// Filters for operations not seen in the baseline window.
//
AuditLogs
| where TimeGenerated > ago(7d)
| where OperationName !in (existingoperations)
//
// ----- Part 3: Extract Actor and Target Context -----
// Includes fallback logic for app-based actions and null values.
//
| extend
    ActorUPN = case(
        isnotempty(tostring(InitiatedBy.user.userPrincipalName)), tostring(InitiatedBy.user.userPrincipalName),
        isnotempty(tostring(InitiatedBy.app.displayName)), strcat(""App: "", tostring(InitiatedBy.app.displayName)),
        ""Unknown""
    ),
    ActorAppId = tostring(InitiatedBy.app.appId),
    IPAddress = coalesce(tostring(InitiatedBy.user.ipAddress), tostring(InitiatedBy.app.ipAddress)),
    Target = tostring(TargetResources[0].displayName),
    Result = Result
//
// ----- Part 4: Apply Targeting Filters -----
// Optionally filters on UPNs or App IDs for focused review.
//
| where (array_length(TargetUPNs) == 0 or ActorUPN in (TargetUPNs))
| where (array_length(TargetActorAppIds) == 0 or ActorAppId in (TargetActorAppIds))
//
// ----- Part 5: Summarize and Output Results -----
// Returns high-level overview of new operations with minimal duplication.
//
| summarize Count = count(), SampleTime = arg_max(TimeGenerated, Target, Result, IPAddress)
    by OperationName, Category, ActorUPN, ActorAppId
| project OperationName, Category, ActorUPN, ActorAppId, Target, Result, IPAddress, Count, SampleTime
| sort by Count desc
| take 50"
EL0,01,AU,01,07,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Entra,AADServicePrincipalSignInLogs,ResultType,0,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-sign-ins,"// Objective: Alerts on successful service principal sign-ins from new IP addresses not seen in historical baselines, highlighting potential compromise or misuse.
// Detects when a Service Principal signs in successfully (ResultType == \""0\"") from a new IP address in the last 7 days compared to prior 90-day baseline.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
let TargetServicePrincipals = dynamic([]); // Example: dynamic([""MyAppServicePrincipal""])
// ----- Part 1: Define Timeframes -----
let BaselinePeriod = 30d;
let DetectionPeriod = 7d;
// ----- Part 2: Establish Historical IP Baseline -----
// Captures known AppId/IP pairs in the baseline window.
let HistoricalIPs =
    AADServicePrincipalSignInLogs
    | where TimeGenerated between (ago(BaselinePeriod) .. ago(DetectionPeriod))
    | distinct AppId, IPAddress;
// ----- Part 3: Detect New Service Principal IP Usage in Last 7 Days -----
// Finds new AppId/IP pairs, filtered for success and optional targeting.
AADServicePrincipalSignInLogs
| where TimeGenerated > ago(DetectionPeriod)
| where ResultType == ""0""
| where array_length(TargetServicePrincipals) == 0 or ServicePrincipalName in (TargetServicePrincipals)
| join kind=leftanti HistoricalIPs on AppId, IPAddress
| project TimeGenerated, ServicePrincipalName, AppId, IPAddress
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,01,08,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Entra,AADManagedIdentitySignInLogs,ResultType,0,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-sign-ins,"// Objective: Summarizes all resources accessed by each managed identity over the past 90 days to support assessment of privilege spread and blast radius.
// The higher the resource count, the higher the potential blast radius.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave array empty to return all results.
let TargetManagedIdentities = dynamic([]); // Example: dynamic([""my-managed-identity""])
//
// ----- Part 1: Summarize Resource Accesses -----
// Collects unique resource names accessed by each managed identity.
//
AADManagedIdentitySignInLogs
| where TimeGenerated > ago(30d)
| where ResultType == 0
| where array_length(TargetManagedIdentities) == 0 or ServicePrincipalName in (TargetManagedIdentities)
| summarize ResourcesAccessed = make_set(ResourceDisplayName), ResourceCount = dcount(ResourceDisplayName) by ServicePrincipalName
| sort by ResourceCount desc
| take 50"
EL0,01,AU,01,09,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Entra,AADManagedIdentitySignInLogs,ResultType,0,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-sign-ins,"// Objective: Flags managed identities accessing new resources in the last 7 days that were not accessed previously, identifying privilege expansion or lateral movement.
// Useful for identifying sudden “blast radius” expansion or lateral movement.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave array empty to return all results.
let TargetManagedIdentities = dynamic([]); // Example: dynamic([""my-managed-identity-guid""])
//
// ----- Part 1: Build 30-Day Resource Baseline -----
// List each Service Principal and resource accessed in the 30–7 day baseline window.
//
let HistoricalAccess =
    AADManagedIdentitySignInLogs
    | where TimeGenerated > ago(30d) and TimeGenerated < ago(7d)
    | where ResultType == ""0""
    | distinct ServicePrincipalId, ResourceIdentity;
//
// ----- Part 2: Detect New Resource Accesses in Last 7 Days -----
// Find new ServicePrincipalId/ResourceIdentity pairs.
//
AADManagedIdentitySignInLogs
| where TimeGenerated > ago(7d)
| where ResultType == ""0""
| where array_length(TargetManagedIdentities) == 0 or ServicePrincipalId in (TargetManagedIdentities)
| join kind=leftanti HistoricalAccess on ServicePrincipalId, ResourceIdentity
| project TimeGenerated, ServicePrincipalId, ServicePrincipalName, ResourceIdentity, ResourceDisplayName
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,01,10,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Entra,AuditLogs,OperationName,Consent to application,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/reference-audit-activities,"// Objective: Reviews all Entra application consent grants—including admin and delegated consent—to surface high-risk app permissions and audit privilege delegation.
//   - IsAdminConsent: ""True"" if the consent was granted by an admin (often for all users), ""False"" otherwise.
//   - IsAppOnly: ""True"" if the consent was granted for application-only (client credentials) flows—no user context required. Example: service-to-service automation, background daemons, etc.
//                ""False"" means the consent is delegated—app acts on behalf of a signed-in user.
//   - OnBehalfOfAll: ""True"" means the consent applies to all users in the tenant; ""False"" means it applies to a specific user.
//   - AppDisplayName: The name of the application being granted consent.
//   - ConsentedAppId: The Application (Client) ID of the app receiving consent.
//   - PermissionsList: List of permission scopes/roles granted (e.g., ""Directory.Read.All"", ""User.ReadWrite.All"").
// Reviews all consent grants by Entra Audit Logs (OperationName = ""Consent to application"").
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all results.
let TargetUPNs = dynamic([]); // Example: dynamic([""admin@domain.com""])
let TargetApps = dynamic([]); // Example: dynamic([""Microsoft Graph Command Line Tools""])
//
// ----- Part 1: Filter for Consent Grant Events -----
AuditLogs
| where TimeGenerated > ago(30d)
| where OperationName == ""Consent to application""
| extend InitiatedByUPN = tostring(InitiatedBy.user.userPrincipalName)
| extend AppDisplayName = tostring(TargetResources[0].displayName)
| where (array_length(TargetUPNs) == 0 or InitiatedByUPN in (TargetUPNs))
| where (array_length(TargetApps) == 0 or AppDisplayName in (TargetApps))
//
// ----- Part 2: Parse Key Consent Properties -----
| extend MP = parse_json(tostring(parse_json(tostring(parse_json(TargetResources)[0].modifiedProperties))))
| extend
    IsAdminConsent = tostring(MP[0].newValue),
    IsAppOnly = tostring(MP[1].newValue),
    OnBehalfOfAll = tostring(MP[2].newValue),
    PermissionsRaw = tostring(MP[4].newValue),
    ConsentedAppId = tostring(MP[5].newValue)
//
// ----- Part 3: Extract Scopes from PermissionsRaw -----
| extend PermissionsMatch = extract(@'Scope: ([^,]+)', 1, PermissionsRaw)
| extend PermissionsList = split(PermissionsMatch, "" "")
| project TimeGenerated, InitiatedByUPN, AppDisplayName, ConsentedAppId, IsAdminConsent, IsAppOnly, OnBehalfOfAll, PermissionsList
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,06,11,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Microsoft Defender for Endpoint,DeviceEvents,AdditionalFields.Command,Consent to application,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDE#connect-events,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceevents-table,"// Objective: Detects device-based application consent grants reported by Microsoft Defender for Endpoint, highlighting endpoint-initiated app permissions.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all results.
let TargetDevices = dynamic([]);     // Example: dynamic([""DESKTOP-1234""])
let TargetAccounts = dynamic([]);    // Example: dynamic([""adminuser""])
//
// ----- Part 1: Filter for Device Consent Events -----
// Captures device events indicating consent grants.
//
DeviceEvents
| where TimeGenerated > ago(30d)
| where AdditionalFields.Command has ""Consent to application""
//
// ----- Part 2: Apply Targeting Filters -----
// Optionally filters on device name or process account name.
//
| where (array_length(TargetDevices) == 0 or DeviceName in (TargetDevices))
| where (array_length(TargetAccounts) == 0 or InitiatingProcessAccountName in (TargetAccounts))
//
// ----- Part 3: Project and Output Results -----
// Returns key context on device, account, process, and the consent command.
//
| project TimeGenerated, DeviceName, InitiatingProcessAccountName, InitiatingProcessParentFileName, ConsentCommand = tostring(AdditionalFields.Command)
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,04,12,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Sentinel,BehaviorAnalytics,ActionType,Consent to application,https://learn.microsoft.com/en-us/azure/sentinel/enable-entity-behavior-analytics?tabs=azure,https://docs.azure.cn/en-us/sentinel/ueba-reference,"// Objective: Detects and contextualizes high-priority consent grant events in Sentinel Behavior Analytics, enriched with app and user context for triage.
// InvestigationPriority Reference Table:
// | Value Range | Severity | Description                                            |
// |-------------|----------|--------------------------------------------------------|
// | 0           | None     | No anomaly detected or not significant.                |
// | 1–29        | Low      | Minor anomaly, likely benign.                          |
// | 30–69       | Medium   | Suspicious activity, worth monitoring.                 |
// | 70–100      | High     | Strong indicators of compromise or risky behavior.     |
//
// Detects high-priority consent grants in Sentinel BehaviorAnalytics and enriches with app context from AuditLogs.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all results.
let TargetUPNs = dynamic([]); // Example: dynamic([""admin@domain.com""])
//
// ----- Part 1: Collect Consent Events from BehaviorAnalytics -----
// Only those with InvestigationPriority > 0.
//
let ConsentEvents =
    BehaviorAnalytics
    | where TimeGenerated > ago(30d)
    | where ActionType == ""Consent to application""
    | where InvestigationPriority > 0
    | where (array_length(TargetUPNs) == 0 or UserPrincipalName in (TargetUPNs))
    | project TimeGenerated, UserPrincipalName, InvestigationPriority, UserName, ActivityType, EventSource, SourceIPAddress, SourceIPLocation;
//
// ----- Part 2: Get Consent Grant Details from AuditLogs -----
// Filter AuditLogs for consent events and core context.
//
let AuditConsent =
    AuditLogs
    | where TimeGenerated > ago(30d)
    | where OperationName == ""Consent to application""
    | extend AuditTime = TimeGenerated
    | project AuditTime, UserPrincipalName = tostring(InitiatedBy.user.userPrincipalName), AppDisplayName = tostring(TargetResources[0].displayName), ConsentedAppId = tostring(parse_json(tostring(parse_json(TargetResources)[0].modifiedProperties))[5].newValue);
//
// ----- Part 3: Join Behavior Analytics with AuditLogs for App Context -----
// Join on UserPrincipalName within 5 minutes.
//
ConsentEvents
| join kind=leftouter (
    AuditConsent
) on UserPrincipalName
| where abs(datetime_diff('minute', TimeGenerated, AuditTime)) <= 5
| project TimeGenerated, UserPrincipalName, UserName, AppDisplayName, ConsentedAppId, InvestigationPriority, ActivityType, EventSource, SourceIPAddress, SourceIPLocation
| sort by TimeGenerated desc
| take 500"
EL0,01,AU,05,13,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Microsoft Defender for Cloud Apps,CloudAppEvents,ActionType,Consent to application.,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDCA#connect-events,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/cloudappevents,"// Objective: Surfaces all consent grants to Entra applications via Defender for Cloud Apps, providing visibility into cross-platform consent activity.
// Detects consent grants to Entra applications via Microsoft Defender for Cloud Apps (CloudAppEvents).
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave arrays empty to return all results.
let TargetAccountIds = dynamic([]);     // Example: dynamic([""5f393b07-1a40-433b-bd74-b598f256b85d""])
let TargetObjectNames = dynamic([]);    // Example: dynamic([""Microsoft Graph Command Line Tools""])
let TargetAccountTypes = dynamic([]);   // Example: dynamic([""Admin""])
//
// ----- Part 1: Filter for Consent Grant Actions -----
// Captures CloudAppEvents consent events.
//
CloudAppEvents
| where TimeGenerated > ago(30d)
| where ActionType == ""Consent to application.""
//
// ----- Part 2: Apply Targeting Filters -----
// Optionally filters on account ID, object/app name, or account type.
//
| where (array_length(TargetAccountIds) == 0 or AccountId in (TargetAccountIds))
| where (array_length(TargetObjectNames) == 0 or ObjectName in (TargetObjectNames))
| where (array_length(TargetAccountTypes) == 0 or AccountType in (TargetAccountTypes))
//
// ----- Part 3: Project and Output Results -----
// Surfaces all relevant context for consent grants.
//
| project TimeGenerated, AccountDisplayName, AccountId, AccountType, ObjectId, ObjectName, Application, ActionType, DeviceType, UserAgent, OSPlatform
| sort by TimeGenerated desc
| take 50"
EL0,01,AU,02,14,Identity,Privileged Identity & Credential Management,Escalation and Delegation Monitoring,Track Privilege Escalation & Delegation,Windows,SecurityEvent,Activity," (4728, 4729, 4732, 4756)",https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/audit-security-group-management,"// Objective: Detects adds or removes to/from sensitive groups in Windows environments, flagging changes that may indicate privilege escalation or delegation.
// Focuses on critical/sensitive groups (customizable).
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// List sensitive groups, actions, or actors to target. Leave arrays empty for all.
let SensitiveGroups = dynamic([
    ""Domain Admins"",
    ""Enterprise Admins"",
    ""Administrators"",
    ""Account Operators"",
    ""Server Operators"",
    ""Backup Operators"",
    ""Schema Admins""
    // Add others as needed
]);
let TargetActions = dynamic([]); // Example: dynamic([""Add to Global Group""])
let TargetActors = dynamic([]);  // Example: dynamic([""username""])
//
// ----- Part 1: Filter for Security-Impactful Events -----
// GPO Path: To capture group membership changes (4728, 4729, 4732, 4756), you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Account Management > Audit Security Group Management (Success/Failure)
// Only group membership change event IDs.
//
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID in (4728, 4729, 4732, 4756)
//
// ----- Part 2: Parse and Clean Output -----
// Handles machine/service accounts, user accounts, and filters for sensitive groups.
//
| extend
    Action = case(
        EventID == 4728, ""Add to Global Group"",
        EventID == 4729, ""Remove from Global Group"",
        EventID == 4732, ""Add to Local Group"",
        EventID == 4756, ""Add to Universal Group"",
        ""Other""
    ),
    Group = TargetUserName,
    MemberClean = iff(MemberName == ""-"" or isnull(MemberName), ""N/A"", MemberName),
    IsTargetedAction = TargetUserName in (SensitiveGroups)
//
// ----- Part 3: Apply Targeting Filters -----
// Optionally filters for action or actor.
//
| where (array_length(SensitiveGroups) == 0 or Group in (SensitiveGroups))
| where (array_length(TargetActions) == 0 or Action in (TargetActions))
| where (array_length(TargetActors) == 0 or SubjectAccount in (TargetActors))
//
// ----- Part 4: Output Review-Ready Results -----
// Surfaces key context for each group membership change event.
//
| project TimeGenerated, IsTargetedAction, Action, Group, Member = MemberClean, Actor = SubjectAccount, EventID, Computer, Activity
| sort by TimeGenerated desc
| take 50"
EL0,01,AV,04,01,Identity,Privileged Identity & Credential Management,Behavorial Analytics,"Monitor, Alert and Respond",Sentinel,IdentityInfo,SourceSystem,summarize,https://learn.microsoft.com/en-us/azure/sentinel/enable-entity-behavior-analytics?tabs=azure,https://docs.azure.cn/en-us/sentinel/ueba-reference,"// Objective: Surfaces the most recent identity information for each source system, providing up-to-date context for behavioral monitoring and investigations.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Leave array empty to return all results.
let TargetSourceSystems = dynamic([]); // Example: dynamic([""OpsManager""])
//
// ----- Part 1: Summarize Latest Identity Records per SourceSystem -----
// Returns the latest record (by TimeGenerated) for each SourceSystem.
//
IdentityInfo
| where TimeGenerated > ago(30d)
| where (array_length(TargetSourceSystems) == 0 or SourceSystem in (TargetSourceSystems))
| summarize arg_max(TimeGenerated, *) by SourceSystem
//
// ----- Part 2: Project Review-Ready Fields -----
// Surfaces key identity fields for review.
//
| project TimeGenerated, SourceSystem, AccountName, AccountUPN, AccountDisplayName, GivenName, Surname, AccountDomain, AccountSID, AccountTenantId, IsAccountEnabled, UserType, GroupMembership, AssignedRoles, AdditionalMailAddresses, ChangeSource, AccountCreationTime, UserAccountControl
| sort by TimeGenerated desc
| take 50"
