Criticality,CSL1,CSL2,CSL3,Function,Category,Sub-Category,Required Data,Workload,Table,Schema,Schema Value,Workload  Integration,Event Reference,Microsoft Sentinel Event,Microsoft XDR Event,ExcelPKID
EL0,01,CA,01,Identity,Identity & Credential Management,Attributes,Establish/Manage: Organization & Groups/Roles,Entra,AuditLogs,TargetResources,Attribute Value,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"AuditLogs //review modified properties (attributes) from users, service, sync and scim
| where TimeGenerated > ago(30d)
| extend x = tostring(parse_json(tostring(TargetResources[0].modifiedProperties))[0].displayName)
| extend [""Attribute Value""] = tostring(parse_json(tostring(parse_json(tostring(TargetResources[0].modifiedProperties))[0].newValue))[0])
| extend Target = tostring(TargetResources[0].userPrincipalName)
| extend Actor = tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName)
| parse x with * '.' ['Attribute Set Name'] ""_"" *
| extend [""Attribute Name""]=split(x, ""_"")[1]
| extend InitiatedBySync = iif(tostring(InitiatedBy.user.userPrincipalName) !has ""Sync"", """", tostring(InitiatedBy.user.userPrincipalName))
| extend InitiatedByUser = iif(tostring(InitiatedBy.user.userPrincipalName) has ""Sync"", """", tostring(InitiatedBy.user.userPrincipalName))
| distinct TimeGenerated,       
            ['Service'] = Identity,      
            ['InitiatedByApp'] = tostring(parse_json(tostring(InitiatedBy.app)).displayName), 
            ['InitiatedBySync'], 
            ['InitiatedByUser'], 
            Result,
            ['Target-Resource'] = tostring(TargetResources)
| sort by TimeGenerated desc
| take 1000","//capturing attribute changes based off MDI actiontypes, user attributes. See windows event logs (EVENTID 5136) for extended attribute changes.
let ADAttributeChanges = 
    dynamic([
        ""Account Constrained Delegation State Changed"",
        ""Account Constrained Delegation SPNs Changed"",
        ""Account Delegation Changed"",
        ""Account Disabled Changed"",
        ""Account Expired"",
        ""Account Expiry Time Changed"",
        ""Account Locked Changed"",
        ""Account Password Changed"",
        ""Account Password Expired"",
        ""Account Password Never Expires Changed"",
        ""Account Password Not Required Changed"",
        ""Account Smartcard Required Changed"",
        ""Account Supported Encryption Types Changed"",
        ""Account Unlock changed"",
        ""Account UPN Name Changed"",
        ""Group Membership Changed"",
        ""User Mail Changed""
    ]);
IdentityDirectoryEvents
| where Timestamp > ago(7d)
| where ActionType has_any (ADAttributeChanges)
| distinct Timestamp, ActionType, Application, TargetAccountUpn, TargetAccountDisplayName, TargetDeviceName, tostring(AdditionalFields)
| sort by Timestamp desc
",
EL0,01,CB,02,Identity,Identity & Credential Management,Attributes,Establish/Manage: Organization & Groups/Roles,Microsoft Defender for Identity,IdentityDirectoryEvents,ActionType,ADAttributeChanges,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDI,https://learn.microsoft.com/en-us/defender-for-identity/monitored-activities#monitored-user-activities-user-account-ad-attribute-changes,"//capturing attribute changes based off MDI actiontypes, user attributes. See windows event logs (EVENTID 5136) for extended attribute changes.
let ADAttributeChanges = 
    dynamic([
        ""Account Constrained Delegation State Changed"",
        ""Account Constrained Delegation SPNs Changed"",
        ""Account Delegation Changed"",
        ""Account Disabled Changed"",
        ""Account Expired"",
        ""Account Expiry Time Changed"",
        ""Account Locked Changed"",
        ""Account Password Changed"",
        ""Account Password Expired"",
        ""Account Password Never Expires Changed"",
        ""Account Password Not Required Changed"",
        ""Account Smartcard Required Changed"",
        ""Account Supported Encryption Types Changed"",
        ""Account Unlock changed"",
        ""Account UPN Name Changed"",
        ""Group Membership Changed"",
        ""User Mail Changed""
    ]);
IdentityDirectoryEvents
| where TimeGenerated > ago(30d)
| where ActionType has_any (ADAttributeChanges)
| distinct TimeGenerated, ActionType, Application, TargetAccountUpn, TargetAccountDisplayName, TargetDeviceName, tostring(AdditionalFields)
| sort by TimeGenerated desc
| take 1000


IdentityDirectoryEvents
| where TimeGenerated > ago(30d)
//| where Application == ""Active Directory""
| where ActionType contains 'group'
| extend ToGroup = tostring(parse_json(AdditionalFields).[""TO.GROUP""])
| extend FromGroup = tostring(parse_json(AdditionalFields).[""FROM.GROUP""])
| extend Action = iff(isempty(ToGroup), ""Remove"", ""Add"")
| extend GroupModified = iff(isempty(ToGroup), FromGroup, ToGroup)
| extend Target_Group = tostring(parse_json(AdditionalFields).[""TARGET_OBJECT.GROUP""])
| sort by TimeGenerated desc 
| take 1000","//capturing attribute changes based off MDI actiontypes, user attributes. See windows event logs (EVENTID 5136) for extended attribute changes.
let ADAttributeChanges = 
    dynamic([
        ""Account Constrained Delegation State Changed"",
        ""Account Constrained Delegation SPNs Changed"",
        ""Account Delegation Changed"",
        ""Account Disabled Changed"",
        ""Account Expired"",
        ""Account Expiry Time Changed"",
        ""Account Locked Changed"",
        ""Account Password Changed"",
        ""Account Password Expired"",
        ""Account Password Never Expires Changed"",
        ""Account Password Not Required Changed"",
        ""Account Smartcard Required Changed"",
        ""Account Supported Encryption Types Changed"",
        ""Account Unlock changed"",
        ""Account UPN Name Changed"",
        ""Group Membership Changed"",
        ""User Mail Changed""
    ]);
IdentityDirectoryEvents
| where Timestamp > ago(30d)
| where ActionType has_any (ADAttributeChanges)
| distinct Timestamp, ActionType, Application, TargetAccountUpn, TargetAccountDisplayName, TargetDeviceName, tostring(AdditionalFields)
| sort by Timestamp desc
| take 1000


IdentityDirectoryEvents
//| where Application == ""Active Directory""
| where Timestamp > ago(30d)
| where ActionType contains 'group'
| extend ToGroup = tostring(parse_json(AdditionalFields).[""TO.GROUP""])
| extend FromGroup = tostring(parse_json(AdditionalFields).[""FROM.GROUP""])
| extend Action = iff(isempty(ToGroup), ""Remove"", ""Add"")
| extend GroupModified = iff(isempty(ToGroup), FromGroup, ToGroup)
| extend Target_Group = tostring(parse_json(AdditionalFields).[""TARGET_OBJECT.GROUP""])
| sort by Timestamp desc 
| take 1000",
EL0,01,CC,03,Identity,Identity & Credential Management,Attributes,Establish/Manage: Organization & Groups/Roles,Microsoft Defender for Endpoint,DeviceEvents,ActionType,group,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDE,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceevents-table,"DeviceEvents //establish/manage org and groups/roles
| where TimeGenerated > ago(30d)
| where ActionType contains ""group""
| distinct TimeGenerated, ActionType, DeviceName, ['Initiated By'] = InitiatingProcessAccountName, tostring(AdditionalFields)
| sort by TimeGenerated desc
| take 1000","DeviceEvents //establish/manage org and groups/roles
| where Timestamp > ago(30d)
| where ActionType contains ""group""
| distinct Timestamp, ActionType, DeviceName, ['Initiated By'] = InitiatingProcessAccountName, tostring(AdditionalFields)
| sort by Timestamp desc
| take 1000",
EL0,01,CD,04,Identity,Identity & Credential Management,Attributes,Establish/Manage: Organization & Groups/Roles,Windows,SecurityEvent,Activity,5137(S): A directory service object was modified,M-21-31 DCR RULE - on Git,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-5137,"SecurityEvent //This event documents creations of AD objects, identifying the object created and user who created it. 
| extend d = parse_xml(EventData)
| extend EventDataParsed = parse_json(tostring(d.EventData))
| mv-expand DataItem = EventDataParsed.Data
| where TimeGenerated > ago(30d)
| where EventID == 5137
| where Activity == ""5137 - A directory service object was created.""
| distinct TimeGenerated, Name = tostring(DataItem[""@Name""]), Value = tostring(DataItem[""#text""]), Activity, Source = ""SecurityEvent""
| summarize 
    InitiatedBy = anyif(Value, Name == ""SubjectUserName""),
    TargetUserName = anyif(Value, Name == ""ObjectDN""),
    ['Object Class'] = anyif(Value, Name == ""ObjectClass""),
    ['Attributes'] = make_list_if(Value, Name contains ""Attribute"")
    by TimeGenerated, Activity
| sort by TimeGenerated desc
| take 1000",,EL001306
EL0,01,CE,01,Identity,Identity & Credential Management,Attributes,Manage/Track Changes in Attributes & Credentials,Entra,AuditLogs,OperationName ,Update user,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"AuditLogs //audit update user by service, app or user
| where TimeGenerated > ago(30d)
| where OperationName == 'Update user'
| extend InitiatedBySync = iif(tostring(InitiatedBy.user.userPrincipalName) !has ""Sync"", """", tostring(InitiatedBy.user.userPrincipalName))
| extend InitiatedByUser = iif(tostring(InitiatedBy.user.userPrincipalName) has ""Sync"", """", tostring(InitiatedBy.user.userPrincipalName))
| distinct TimeGenerated,       
            ['Service'] = Identity,      
            ['InitiatedByApp'] = tostring(parse_json(tostring(InitiatedBy.app)).displayName), 
            ['InitiatedBySync'], 
            ['InitiatedByUser'], 
            Result,
            ['Target-Resource'] = tostring(TargetResources)
| sort by TimeGenerated desc
| take 1000",,EL001307
EL0,01,CF,02,Identity,Identity & Credential Management,Attributes,Manage/Track Changes in Attributes & Credentials,Microsoft Defender for Identity,IdentityDirectoryEvents,ActionType,ADAttributeChanges,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDI,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-identitydirectoryevents-table,"//capturing attribute changes based off MDI actiontypes, all attributes. 
let ADAttributeChanges = 
    dynamic([
        ""Account Constrained Delegation State Changed"",
        ""Account Constrained Delegation SPNs Changed"",
        ""Account Delegation Changed"",
        ""Account Disabled Changed"",
        ""Account Expired"",
        ""Account Expiry Time Changed"",
        ""Account Locked Changed"",
        ""Account Password Changed"",
        ""Account Password Expired"",
        ""Account Password Never Expires Changed"",
        ""Account Password Not Required Changed"",
        ""Account Smartcard Required Changed"",
        ""Account Supported Encryption Types Changed"",
        ""Account Unlock changed"",
        ""Account UPN Name Changed"",
        ""Group Membership Changed"",
        ""User Mail Changed"",
        ""User Account Created"",
        ""Computer Account Created"",
        ""Security Principal Deleted Changed"",
        ""Security Principal Display Name Changed"",
        ""Security Principal Name Changed"",
        ""Security Principal Path Changed"",
        ""Security Principal Sam Name Changed""
    ]);
IdentityDirectoryEvents
| where TimeGenerated > ago(30d)
| where ActionType has_any (ADAttributeChanges)
| distinct TimeGenerated, ActionType, Application, TargetAccountUpn, TargetAccountDisplayName, TargetDeviceName, tostring(AdditionalFields)
| sort by TimeGenerated desc
| take 1000","//capturing attribute changes based off MDI actiontypes, all attributes. 
let ADAttributeChanges = 
    dynamic([
        ""Account Constrained Delegation State Changed"",
        ""Account Constrained Delegation SPNs Changed"",
        ""Account Delegation Changed"",
        ""Account Disabled Changed"",
        ""Account Expired"",
        ""Account Expiry Time Changed"",
        ""Account Locked Changed"",
        ""Account Password Changed"",
        ""Account Password Expired"",
        ""Account Password Never Expires Changed"",
        ""Account Password Not Required Changed"",
        ""Account Smartcard Required Changed"",
        ""Account Supported Encryption Types Changed"",
        ""Account Unlock changed"",
        ""Account UPN Name Changed"",
        ""Group Membership Changed"",
        ""User Mail Changed"",
        ""User Account Created"",
        ""Computer Account Created"",
        ""Security Principal Deleted Changed"",
        ""Security Principal Display Name Changed"",
        ""Security Principal Name Changed"",
        ""Security Principal Path Changed"",
        ""Security Principal Sam Name Changed""
    ]);
IdentityDirectoryEvents
| where Timestamp > ago(30d)
| where ActionType has_any (ADAttributeChanges)
| distinct Timestamp, ActionType, Application, TargetAccountUpn, TargetAccountDisplayName, TargetDeviceName, tostring(AdditionalFields)
| sort by Timestamp desc
| take 1000",EL001308
EL0,01,CG,03,Identity,Identity & Credential Management,Attributes,Manage/Track Changes in Attributes & Credentials,Windows,SecurityEvent,Activity,5136(S): A directory service object was modified,M-21-31 DCR RULE - on Git,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-5136,"SecurityEvent //This event documents modifications to AD objects, identifying the object, user, attribute modified, the new value of the attribute if applicable and the operation performed. 
| extend d = parse_xml(EventData)
| extend EventDataParsed = parse_json(tostring(d.EventData))
| mv-expand DataItem = EventDataParsed.Data
| where TimeGenerated > ago(30d)
| where EventID == 5136
| where Activity == ""5136 - A directory service object was modified.""
| distinct TimeGenerated, Name = tostring(DataItem[""@Name""]), Value = tostring(DataItem[""#text""]), Activity, Source = ""SecurityEvent""
| summarize 
    InitiatedBy = anyif(Value, Name == ""SubjectUserName""),
    TargetUserName = anyif(Value, Name == ""ObjectDN""),
    ['Object Class'] = anyif(Value, Name == ""ObjectClass""),
    ['Attributes'] = make_list_if(Value, Name contains ""Attribute"")
    by TimeGenerated, Activity
| sort by TimeGenerated desc
| take 1000",,EL001309
EL0,01,CH,04,Identity,Identity & Credential Management,Attributes,Manage/Track Changes in Attributes & Credentials,Microsoft Defender for Endpoint,DeviceEvents,ActionType,user,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDE,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-deviceevents-table,"DeviceEvents //establish/manage org and groups/roles
| where TimeGenerated > ago(30d)
| where ActionType contains ""user""
| distinct TimeGenerated, ActionType, ['Initiated By'] = InitiatingProcessAccountName, DeviceName, AccountDomain, AccountName, tostring(AdditionalFields)
| sort by TimeGenerated desc
| take 1000","DeviceEvents //establish/manage org and groups/roles
| where Timestamp > ago(30d)
| where ActionType contains ""user""
| distinct Timestamp, ActionType, ['Initiated By'] = InitiatingProcessAccountName, DeviceName, AccountDomain, AccountName, tostring(AdditionalFields)
| sort by Timestamp desc
| take 1000",EL001310
EL0,01,CI,05,Identity,Identity & Credential Management,Attributes,Manage/Track Changes in Attributes & Credentials,Windows,SecurityEvent,Activity,4738(S): A user account was changed,M-21-31 DCR RULE - on Git,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4738,"SecurityEvent //review reference to dictact what was changed, more so who did so to what account
| where TimeGenerated > ago(30d)
| where EventID == 4738
| where Activity == ""4738 - A user account was changed.""
| distinct TimeGenerated, Activity, ['Initiated By'] = SubjectUserName, TargetUserName
| sort by TimeGenerated desc
| take 1000",,
EL0,01,EA,01,Identity,Identity & Credential Management,Track Usage,Credential Usage,Windows,SecurityEvent,Activity,"4768(S, F): A Kerberos authentication ticket (TGT) was requested",M-21-31 DCR RULE - on Git,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4768,"SecurityEvent //This event is logged on domain controllers only and both success and failure instances of this event are logged.
| extend d = parse_xml(EventData)
| extend EventDataParsed = parse_json(tostring(d.EventData))
| mv-expand DataItem = EventDataParsed.Data
| where TimeGenerated >= ago(30d)
| where EventID == 4768
| where Activity == ""4768 - A Kerberos authentication ticket (TGT) was requested.""
| distinct TimeGenerated, Name = tostring(DataItem[""@Name""]), Value = tostring(DataItem[""#text""]), Activity, Source = ""SecurityEvent""
| summarize 
    User = anyif(Value, Name == ""TargetUserName""),
    CertIssuerName = anyif(Value, Name == ""CertIssuerName""), 
    CertSerialNumber = anyif(Value, Name == ""CertSerialNumber""), 
    CertThumbprint = anyif(Value, Name == ""CertThumbprint"") 
    by TimeGenerated, Source, Activity
| where isnotempty(CertIssuerName) and isnotempty(CertSerialNumber) and isnotempty(CertThumbprint)
| where User !contains ""$"" //comment out to see machines
| sort by TimeGenerated desc",,EL001311
EL0,01,EB,02,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,SigninLogs,AuthenticationDetails,AuthenticationDetails,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-sign-in-log-activity-details#authentication-details,"SigninLogs //Interactive user sign-ins are sign-ins that require the user to supply an authentication factor
| where TimeGenerated > ago(30d)
| mv-expand todynamic(AuthenticationDetails)
| extend AuthMethod = tostring(AuthenticationDetails.authenticationMethod)
| where AuthMethod <> ""Previously satisfied""
| where isnotempty(AuthMethod)
| distinct TimeGenerated, UserPrincipalName, AuthMethod, Category, AppDisplayName
| summarize count() by TimeGenerated, AuthMethod, UserPrincipalName, AppDisplayName
| sort by TimeGenerated desc
| take 1000",,EL001312
EL0,01,EC,03,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,AADNonInteractiveUserSignInLogs,AuthenticationDetails,AuthenticationDetails,"https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs

https://github.com/Cyberlorians/M-21-31/blob/main/EL0/Identity/Transform-AADNonInteractive.md",https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-noninteractive-sign-ins,"AADNonInteractiveUserSignInLogs //Non-interactive user sign-ins are sign-ins that were performed by a client app or an OS component on behalf of a user
| where TimeGenerated > ago(30d)
| mv-expand todynamic(AuthenticationDetails)
| extend AuthMethod = tostring(AuthenticationDetails.authenticationMethod)
| where isnotempty(AuthMethod)
| distinct TimeGenerated, UserPrincipalName, AuthMethod, Category, AppDisplayName
| summarize count() by TimeGenerated, UserPrincipalName, AppDisplayName
| sort by TimeGenerated desc 
| take 1000",NA,EL001313
EL0,01,ED,04,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,AADServicePrincipalSignInLogs,OperationName ,Sign-in activity,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-service-principal-sign-ins,"AADServicePrincipalSignInLogs //SP sign-in activity
| where TimeGenerated > ago(30d)
| where OperationName == ""Sign-in activity""
| distinct TimeGenerated, ServicePrincipalName, AppId, ResultType, ResultDescription
| summarize count() by TimeGenerated, ServicePrincipalName, AppId, ResultType
| sort by TimeGenerated desc  
| take 1000","//capturing attribute changes based off MDI actiontypes, all attributes. 
let ADAttributeChanges = 
    dynamic([
        ""Account Constrained Delegation State Changed"",
        ""Account Constrained Delegation SPNs Changed"",
        ""Account Delegation Changed"",
        ""Account Disabled Changed"",
        ""Account Expired"",
        ""Account Expiry Time Changed"",
        ""Account Locked Changed"",
        ""Account Password Changed"",
        ""Account Password Expired"",
        ""Account Password Never Expires Changed"",
        ""Account Password Not Required Changed"",
        ""Account Smartcard Required Changed"",
        ""Account Supported Encryption Types Changed"",
        ""Account Unlock changed"",
        ""Account UPN Name Changed"",
        ""Group Membership Changed"",
        ""User Mail Changed"",
        ""User Account Created"",
        ""Computer Account Created"",
        ""Security Principal Deleted Changed"",
        ""Security Principal Display Name Changed"",
        ""Security Principal Name Changed"",
        ""Security Principal Path Changed"",
        ""Security Principal Sam Name Changed""
    ]);
IdentityDirectoryEvents
| where Timestamp > ago(7d)
| where ActionType has_any (ADAttributeChanges)
| distinct Timestamp, ActionType, Application, TargetAccountUpn, TargetAccountDisplayName, TargetDeviceName, tostring(AdditionalFields)
| sort by Timestamp desc",
EL0,01,EE,05,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,ManagedIdentitySigninlogs,OperationName ,Sign-in activity,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-managed-identity-sign-ins,"AADManagedIdentitySignInLogs //Managed Identity sign-in activity
| where TimeGenerated > ago(30d)
| where OperationName == ""Sign-in activity""
| distinct TimeGenerated, ['Managed Identity'] = ServicePrincipalName, AppId
| summarize count() by TimeGenerated, ['Managed Identity'] , AppId
| sort by TimeGenerated desc 
| take 1000",,
EL0,01,EF,06,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,ADFSSignInLogs,OperationName ,Sign-in activity,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/troubleshoot/entra/entra-id/ad-dmn-services/understand-ad-fs-sign-in-events-azure-ad-connect-health,"ADFSSignInLogs
| where TimeGenerated > ago(30d)
| where OperationName == ""Sign-in activity""
| distinct TimeGenerated, UserPrincipalName, ResourceIdentity, Requirement, AuthenticationDetails, AuthenticationProcessingDetails
| sort by TimeGenerated desc
| take 1000","DeviceEvents //establish/manage org and groups/roles
| where Timestamp > ago(7d)
| where ActionType contains ""user""
| distinct Timestamp, ActionType, ['Initiated By'] = InitiatingProcessAccountName, DeviceName, AccountDomain, AccountName, tostring(AdditionalFields)
| sort by Timestamp desc",
EL0,01,EG,07,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,AADUserRiskEvents,OperationName,User Risk Detection,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"// Extend the columns and calculate the time delta between the sign in event and the risk event, for real time that is obviously going to be quick, but for offline you can find out how long it took for the risk to be flagged. Also tracking usage of Authentication Details
let signin=
SigninLogs
| where TimeGenerated > ago(90d)
| extend SigninTime = TimeGenerated
| where RiskEventTypes_V2 != ""[]"";
AADUserRiskEvents //AADUserRiskEvents – this is the data that you would see in Azure AD Identity Protection if you went and viewed the risk detections, or risky sign-in reports
| where TimeGenerated > ago(90d)
| where OperationName == ""User Risk Detection""
| join kind=inner signin on CorrelationId
| extend RiskTime = TimeGenerated
| extend TimeDelta = abs(SigninTime - RiskTime)
| distinct TimeGenerated, UserPrincipalName, AppDisplayName, DetectionTimingType, SigninTime, RiskTime, TimeDelta, RiskEventType, RiskLevelDuringSignIn, Source, RiskDetail, RiskState, AuthenticationDetails
// comment out line 11/12 to see all RiskStates
| where RiskState <> ""remediated""
| where RiskState <> ""dismissed""
| sort by TimeGenerated desc
| take 1000",,
EL0,01,EH,08,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,AADRiskyUsers,RiskState,dismissed,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"let riskyevent=
SigninLogs
| where TimeGenerated > ago(90d)
| extend SigninTime = TimeGenerated
| where RiskEventTypes_V2 != ""[]""
| join kind=inner (
AADUserRiskEvents //AADUserRiskEvents – this is the data that you would see in Azure AD Identity Protection if you went and viewed the risk detections, or risky sign-in reports
| where TimeGenerated > ago(90d)
| extend RiskTime = TimeGenerated
) on CorrelationId
| distinct TimeGenerated, UserPrincipalName, DetectionTimingType, RiskLevelDuringSignIn, Location, IPAddress, AuthenticationDetails;
AADRiskyUsers //AADRiskyUsers – this is the data from the Risky Users blade in Azure AD Identity Protection but streamed as log data, so will include when users are remediated.
| summarize arg_max(TimeGenerated, *) by UserPrincipalName
| join kind=inner riskyevent on UserPrincipalName
| where RiskState contains 'dismissed'  //shows the state of a user if remediated, remove to see all
| distinct TimeGenerated, UserPrincipalName, DetectionTimingType, RiskLevelDuringSignIn, RiskState, Location, IPAddress, AuthenticationDetails
| sort by TimeGenerated desc 
| take 1000",,
EL0,01,EI,09,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,AADServicePrincipalRiskEvents,Type,AADServicePrincipalRiskEvents,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"// Extend the columns and calculate the time delta between the sign in event and the risk event, for real time that is obviously going to be quick, but for offline you can find out how long it took for the risk to be flagged. Also tracking usage of Authentication Details
let spsignin=
AADServicePrincipalSignInLogs
| extend SigninTime = TimeGenerated
| where TimeGenerated > ago(90d);
AADServicePrincipalRiskEvents //AADServicePrincipalRiskEvents – this is the data that you would see in Azure AD Identity Protection if you went and viewed the risk detections, or risky sign-in reports
| where TimeGenerated > ago(90d)
| join kind=inner spsignin on AppId
| extend RiskTime = TimeGenerated
| extend TimeDelta = abs(SigninTime - RiskTime)
| distinct TimeGenerated, ServicePrincipalName, DetectionTimingType, SigninTime, RiskTime, TimeDelta, RiskEventType, Source, RiskDetail, RiskState, ConditionalAccessPolicies
// comment out line 11/12 to see all RiskStates
| where RiskState <> ""remediated""
| where RiskState <> ""dismissed""
| sort by TimeGenerated desc
| take 1000",,
EL0,01,EJ,10,Identity,Identity & Credential Management,Track Usage,Credential Usage,Entra,AADRiskyServicePrincipals,RiskState,dismissed,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/id-protection/howto-identity-protection-investigate-risk,"let spsignin=
AADServicePrincipalSignInLogs
| extend SigninTime = TimeGenerated
| where TimeGenerated > ago(90d)
| join kind=inner (
AADServicePrincipalRiskEvents
| where Type == 'AADServicePrincipalRiskEvents'
| where TimeGenerated > ago(90d)
) on AppId;
AADRiskyServicePrincipals
| join kind=inner spsignin on AppId
| summarize arg_max(TimeGenerated, *) by AppId
| where RiskState contains 'dismissed'  //shows the state of the sp if remediated, remove to see all
| distinct TimeGenerated, AppId, ServicePrincipalName, DetectionTimingType, SigninTime, RiskEventType, RiskLevel, Source, RiskDetail, RiskState, ConditionalAccessPolicies
| sort by TimeGenerated desc 
| take 1000",,
EL0,01,EK,11,Identity,Identity & Credential Management,Track Usage,Credential Usage,Microsoft Defender for Identity,IdentityLogonEvents,AccountName,(acctlist),https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDI,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-identitylogonevents-table,"let acctlist = dynamic([""useracctname""]); //use inline with where accountupn acctlist //track user and spn
IdentityLogonEvents
| where TimeGenerated > ago(30d)
| where AccountName in~ (acctlist) //edit to verify your svc creations
//| where AccountName == 'useracctname' //edit your svc acct
| distinct TimeGenerated, AccountName, LogonType, ActionType, Application
| sort by TimeGenerated desc
| take 1000","let acctlist = dynamic([""useracctname""]); //use inline with where accountupn acctlist //track user and spn
IdentityLogonEvents
| where Timestamp > ago(30d)
| where AccountName in~ (acctlist) //edit to verify your svc creations
//| where AccountName == 'useracctname' //edit your svc acct
| distinct Timestamp, AccountName, LogonType, ActionType, Application
| sort by Timestamp desc
| take 1000",
EL0,01,FA,01,Identity,Identity & Credential Management,Account,Account Deletion,Entra,AuditLogs,OperationName ,Delete user,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/concept-audit-logs,"AuditLogs //audit deleted user by service, app or user
| where TimeGenerated > ago(30d)
| where OperationName == 'Delete user'
| extend InitiatedBySync = iif(tostring(InitiatedBy.user.userPrincipalName) !has ""Sync"", """", tostring(InitiatedBy.user.userPrincipalName))
| extend InitiatedByUser = iif(tostring(InitiatedBy.user.userPrincipalName) has ""Sync"", """", tostring(InitiatedBy.user.userPrincipalName))
| distinct TimeGenerated,    
            OperationName,   
            ['Service'] = Identity,      
            ['InitiatedByApp'] = tostring(parse_json(tostring(InitiatedBy.app)).displayName), 
            ['InitiatedBySync'], 
            ['InitiatedByUser'], 
            Result,
            ['Target-Resource'] = tostring(TargetResources)            
| sort by TimeGenerated desc
| take 1000",,EL001317
